alt_brand,alt_generic,alt_manu,year,total_claims_16,total_claims_17
lovastatin,lovastatin,mylan instituti,2015,408,309
lovastatin,lovastatin,mylan instituti,2016,289,220
altoprev,lovastatin,shionogi/covis,2013,5290,1782
altoprev,lovastatin,shionogi/covis,2014,4175,1434
altoprev,lovastatin,shionogi/covis,2015,3410,1224
altoprev,lovastatin,shionogi/covis,2016,2352,994
sulfamylon,mafenide acetate,mylan instituti,2013,738,758
sulfamylon,mafenide acetate,mylan instituti,2014,682,710
sulfamylon,mafenide acetate,mylan instituti,2015,652,679
sulfamylon,mafenide acetate,mylan instituti,2016,606,663
magnesium sulfate,magnesium sulfate,app/fresenius k,2016,2547,2869
magnesium sulfate,magnesium sulfate,hospira/pfizer,2013,70,18
magnesium sulfate,magnesium sulfate,hospira/pfizer,2014,187,34
magnesium sulfate,magnesium sulfate,hospira/pfizer,2015,867,68
magnesium sulfate,magnesium sulfate,hospira/pfizer,2016,524,76
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2013,211,67
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2014,169,139
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2015,525,164
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2016,319,95
mannitol,mannitol,app/fresenius k,2013,12,NA
mannitol,mannitol,app/fresenius k,2015,84,NA
mannitol,mannitol,app/fresenius k,2016,108,NA
emverm,mebendazole,amedra pharmace,2016,NA,556
vecamyl,mecamylamine hcl,vyera pharmaceu,2015,NA,21
vecamyl,mecamylamine hcl,vyera pharmaceu,2016,NA,74
mustargen,mechlorethamine hcl,recordati rare,2014,101,NA
mustargen,mechlorethamine hcl,recordati rare,2015,77,NA
mustargen,mechlorethamine hcl,recordati rare,2016,63,NA
meclizine hcl,meclizine hcl,major pharmaceu,2016,NA,296
meclizine hcl,meclizine hcl,mylan instituti,2013,3255,NA
meclizine hcl,meclizine hcl,mylan instituti,2014,3131,NA
meclizine hcl,meclizine hcl,mylan instituti,2015,2557,295
meclizine hcl,meclizine hcl,mylan instituti,2016,1839,764
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2013,204959,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2014,233330,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2015,198827,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2016,174015,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,teva usa,2013,10729,215688
medroxyprogesterone acetate,medroxyprogesterone acetate,teva usa,2014,11654,244984
medroxyprogesterone acetate,medroxyprogesterone acetate,teva usa,2015,9971,208798
medroxyprogesterone acetate,medroxyprogesterone acetate,teva usa,2016,6366,180381
mefenamic acid,mefenamic acid,qualitest/par p,2015,90,NA
mefenamic acid,mefenamic acid,qualitest/par p,2016,98,NA
mefloquine hcl,mefloquine hcl,barr,2013,708,NA
mefloquine hcl,mefloquine hcl,barr,2014,2154,NA
mefloquine hcl,mefloquine hcl,barr,2015,5538,NA
mefloquine hcl,mefloquine hcl,barr,2016,7640,NA
mefloquine hcl,mefloquine hcl,sandoz,2013,4675,NA
mefloquine hcl,mefloquine hcl,sandoz,2014,1832,NA
mefloquine hcl,mefloquine hcl,sandoz,2015,710,NA
mefloquine hcl,mefloquine hcl,sandoz,2016,68,NA
mefloquine hcl,mefloquine hcl,teva usa,2013,NA,708
mefloquine hcl,mefloquine hcl,teva usa,2014,NA,2154
mefloquine hcl,mefloquine hcl,teva usa,2015,NA,5538
mefloquine hcl,mefloquine hcl,teva usa,2016,NA,7640
megestrol acetate,megestrol acetate,barr,2013,97353,NA
megestrol acetate,megestrol acetate,barr,2014,89428,NA
megestrol acetate,megestrol acetate,barr,2015,74265,NA
megestrol acetate,megestrol acetate,barr,2016,68958,NA
megestrol acetate,megestrol acetate,roxane/west-war,2013,301656,301324
megestrol acetate,megestrol acetate,roxane/west-war,2014,186620,186456
megestrol acetate,megestrol acetate,roxane/west-war,2015,129186,129067
megestrol acetate,megestrol acetate,roxane/west-war,2016,126684,126555
megestrol acetate,megestrol acetate,teva usa,2013,NA,97353
megestrol acetate,megestrol acetate,teva usa,2014,NA,89428
megestrol acetate,megestrol acetate,teva usa,2015,NA,74265
megestrol acetate,megestrol acetate,teva usa,2016,NA,68958
meloxicam,meloxicam,apotex corp,2013,7543,3842
meloxicam,meloxicam,apotex corp,2014,6883,5712
meloxicam,meloxicam,apotex corp,2015,6927,6356
meloxicam,meloxicam,apotex corp,2016,5283,5192
meloxicam,meloxicam,avpak,2013,NA,11
meloxicam,meloxicam,avpak,2014,68,75
meloxicam,meloxicam,avpak,2015,92,121
meloxicam,meloxicam,avpak,2016,109,193
meloxicam,meloxicam,mckesson packag,2015,NA,19
meloxicam,meloxicam,mckesson packag,2016,NA,477
meloxicam,meloxicam,mylan,2013,235075,55806
meloxicam,meloxicam,mylan,2014,87595,24965
meloxicam,meloxicam,mylan,2015,27495,7858
meloxicam,meloxicam,mylan,2016,7966,3294
meloxicam,meloxicam,mylan instituti,2013,4224,2892
meloxicam,meloxicam,mylan instituti,2014,3406,2318
meloxicam,meloxicam,mylan instituti,2015,2851,2014
meloxicam,meloxicam,mylan instituti,2016,2388,1641
meloxicam,meloxicam,new horizon rx,2014,118,NA
meloxicam,meloxicam,new horizon rx,2015,280,NA
meloxicam,meloxicam,new horizon rx,2016,85,NA
meloxicam,meloxicam,teva usa,2013,242467,NA
meloxicam,meloxicam,teva usa,2014,244412,NA
meloxicam,meloxicam,teva usa,2015,139181,NA
meloxicam,meloxicam,teva usa,2016,9083,NA
vivlodex,"meloxicam, submicronized",iroko pharmaceu,2016,NA,1339
memantine hcl,memantine hcl,actavis pharma/,2015,344779,344806
memantine hcl,memantine hcl,actavis pharma/,2016,591809,591911
memantine hcl,memantine hcl,ahp,2015,640,651
memantine hcl,memantine hcl,ahp,2016,2886,2984
memantine hcl,memantine hcl,ajanta pharma l,2016,NA,9701
memantine hcl,memantine hcl,alembic pharmac,2016,37126,45254
memantine hcl,memantine hcl,aurobindo pharm,2016,89852,100547
memantine hcl,memantine hcl,avkare,2016,NA,145
namenda,memantine hcl,forest/allergan,2013,6878399,6871141
namenda,memantine hcl,forest/allergan,2014,5240372,5236417
namenda,memantine hcl,forest/allergan,2015,2356743,2355159
namenda,memantine hcl,forest/allergan,2016,83598,83378
namenda xr,memantine hcl,forest/allergan,2013,208976,208767
namenda xr,memantine hcl,forest/allergan,2014,2049419,2048803
namenda xr,memantine hcl,forest/allergan,2015,3359227,3358547
namenda xr,memantine hcl,forest/allergan,2016,3221414,3221039
memantine hcl,memantine hcl,patrin pharma,2016,NA,387
memantine hcl,memantine hcl,torrent pharmac,2016,NA,35613
memantine hcl,memantine hcl,unichem pharmac,2015,3664,3668
memantine hcl,memantine hcl,unichem pharmac,2016,229877,276477
memantine hcl,memantine hcl,wockhardt usa l,2015,493,503
memantine hcl,memantine hcl,wockhardt usa l,2016,38791,50651
namzaric,memantine hcl/donepezil hcl,allergan inc.,2016,211571,214367
bexsero,"meningococcal b vaccine,4-comp",novartis/gsk,2015,NA,45
bexsero,"meningococcal b vaccine,4-comp",novartis/gsk,2016,NA,458
cantil,mepenzolate bromide,sanofi-aventis,2013,503,NA
cantil,mepenzolate bromide,sanofi-aventis,2014,513,NA
cantil,mepenzolate bromide,sanofi-aventis,2015,456,NA
cantil,mepenzolate bromide,sanofi-aventis,2016,206,NA
meperidine hcl,meperidine hcl,barr,2013,18824,NA
meperidine hcl,meperidine hcl,barr,2014,15309,NA
meperidine hcl,meperidine hcl,barr,2015,11302,NA
meperidine hcl,meperidine hcl,barr,2016,9173,NA
demerol,meperidine hcl,hospira,2013,42,NA
demerol,meperidine hcl,hospira,2014,145,NA
demerol,meperidine hcl,hospira,2015,80,NA
demerol,meperidine hcl,hospira,2016,76,NA
demerol,meperidine hcl,sanofi/validus,2013,438,NA
demerol,meperidine hcl,sanofi/validus,2014,965,NA
demerol,meperidine hcl,sanofi/validus,2015,947,NA
demerol,meperidine hcl,sanofi/validus,2016,526,NA
meperidine hcl,meperidine hcl,teva usa,2013,NA,15771
meperidine hcl,meperidine hcl,teva usa,2014,NA,12485
meperidine hcl,meperidine hcl,teva usa,2015,1394,12315
meperidine hcl,meperidine hcl,teva usa,2016,1704,10791
demerol,meperidine hcl,validus pharmac,2016,NA,84
meperidine hcl,meperidine hcl/pf,"west-ward, inc.",2013,2142,2080
meperidine hcl,meperidine hcl/pf,"west-ward, inc.",2014,3909,3865
meperidine hcl,meperidine hcl/pf,"west-ward, inc.",2015,6551,6473
meperidine hcl,meperidine hcl/pf,"west-ward, inc.",2016,11422,11359
nucala,mepolizumab,glaxosmithkline,2016,NA,2180
meprobamate,meprobamate,alembic pharmac,2016,NA,556
meprobamate,meprobamate,heritage pharma,2013,12805,9655
meprobamate,meprobamate,heritage pharma,2014,13708,10365
meprobamate,meprobamate,heritage pharma,2015,10668,7928
meprobamate,meprobamate,heritage pharma,2016,2410,1851
meropenem,meropenem,amneal bioscien,2016,NA,212
merrem,meropenem,astrazeneca,2013,1099,NA
merrem,meropenem,astrazeneca,2014,704,NA
merrem,meropenem,astrazeneca,2015,492,NA
merrem,meropenem,astrazeneca,2016,210,NA
merrem,meropenem,astrazeneca lp/,2013,NA,722
merrem,meropenem,astrazeneca lp/,2014,NA,473
merrem,meropenem,astrazeneca lp/,2015,NA,383
merrem,meropenem,astrazeneca lp/,2016,NA,157
meropenem,meropenem,hospira/pfizer,2016,35523,35649
meropenem,meropenem,sandoz,2013,11711,7375
meropenem,meropenem,sandoz,2014,10359,6997
meropenem,meropenem,sandoz,2015,4902,3356
meropenem,meropenem,sandoz,2016,1595,1300
canasa,mesalamine,actavis u.s. br,2013,1449,NA
canasa,mesalamine,actavis u.s. br,2014,1564,NA
canasa,mesalamine,actavis u.s. br,2015,632,NA
canasa,mesalamine,actavis u.s. br,2016,74,NA
delzicol,mesalamine,allergan inc.,2016,NA,27326
mesalamine,mesalamine,ani pharmaceuti,2016,NA,1613
mesalamine,mesalamine,zydus pharmaceu,2016,NA,14900
rowasa,mesalamine w/cleansing wipes,meda/mylan spec,2013,100,NA
rowasa,mesalamine w/cleansing wipes,meda/mylan spec,2014,83,NA
rowasa,mesalamine w/cleansing wipes,meda/mylan spec,2015,108,NA
rowasa,mesalamine w/cleansing wipes,meda/mylan spec,2016,54,NA
metaxalone,metaxalone,ahp,2014,50,NA
metaxalone,metaxalone,ahp,2015,82,NA
metaxalone,metaxalone,ahp,2016,54,NA
metformin hcl,metformin hcl,ahp,2013,24505,NA
metformin hcl,metformin hcl,ahp,2014,25120,NA
metformin hcl,metformin hcl,ahp,2015,17006,179
metformin hcl,metformin hcl,ahp,2016,7160,2706
metformin hcl er,metformin hcl,ahp,2013,721,719
metformin hcl er,metformin hcl,ahp,2014,860,857
metformin hcl er,metformin hcl,ahp,2015,788,736
metformin hcl er,metformin hcl,ahp,2016,1174,1070
metformin hcl,metformin hcl,amneal pharmace,2013,1230400,1198276
metformin hcl,metformin hcl,amneal pharmace,2014,1317842,1311262
metformin hcl,metformin hcl,amneal pharmace,2015,1594148,1592410
metformin hcl,metformin hcl,amneal pharmace,2016,2423899,2423766
metformin hcl,metformin hcl,aphena pharma s,2016,NA,66
metformin hcl,metformin hcl,apotex corp,2013,40382,40057
metformin hcl,metformin hcl,apotex corp,2014,51348,51099
metformin hcl,metformin hcl,apotex corp,2015,57594,57377
metformin hcl,metformin hcl,apotex corp,2016,19389,19310
metformin hcl er,metformin hcl,aurobindo pharm,2013,8205,5246
metformin hcl er,metformin hcl,aurobindo pharm,2014,9064,8300
metformin hcl er,metformin hcl,aurobindo pharm,2015,1082,981
metformin hcl er,metformin hcl,aurobindo pharm,2016,513,457
metformin hcl,metformin hcl,avkare,2013,664,655
metformin hcl,metformin hcl,avkare,2014,3651,3224
metformin hcl,metformin hcl,avkare,2015,12323,11574
metformin hcl,metformin hcl,avkare,2016,13677,13176
metformin hcl er,metformin hcl,avpak,2013,174,NA
metformin hcl er,metformin hcl,avpak,2014,212,NA
metformin hcl er,metformin hcl,avpak,2015,183,NA
metformin hcl er,metformin hcl,avpak,2016,65,NA
metformin hcl,metformin hcl,epic pharma llc,2016,NA,301494
metformin hcl,metformin hcl,"gsms, inc.",2015,4948,4986
metformin hcl,metformin hcl,"gsms, inc.",2016,6490,6668
metformin hcl,metformin hcl,heritage pharma,2015,4895724,4895725
metformin hcl,metformin hcl,heritage pharma,2016,6436137,6574914
metformin hcl,metformin hcl,ingenus pharmac,2015,404335,404336
metformin hcl,metformin hcl,ingenus pharmac,2016,836086,1302643
metformin hcl er,metformin hcl,lupin pharmaceu,2016,124185,144066
metformin hcl,metformin hcl,major pharmaceu,2013,76571,943
metformin hcl,metformin hcl,major pharmaceu,2014,91607,7710
metformin hcl,metformin hcl,major pharmaceu,2015,39813,14157
metformin hcl,metformin hcl,major pharmaceu,2016,22481,19118
metformin hcl er,metformin hcl,mylan,2016,NA,3039
metformin hcl,metformin hcl,mylan instituti,2013,1743,1773
metformin hcl,metformin hcl,mylan instituti,2014,1476,1523
metformin hcl,metformin hcl,mylan instituti,2015,2291,2326
metformin hcl,metformin hcl,mylan instituti,2016,2502,2565
metformin hcl,metformin hcl,puracap laborat,2014,91,NA
metformin hcl,metformin hcl,puracap laborat,2015,736,NA
metformin hcl,metformin hcl,puracap laborat,2016,104,NA
metformin hcl,metformin hcl,solco healthcar,2013,549385,454856
metformin hcl,metformin hcl,solco healthcar,2014,759274,650911
metformin hcl,metformin hcl,solco healthcar,2015,863725,862941
metformin hcl,metformin hcl,solco healthcar,2016,491122,490883
metformin hcl er,metformin hcl,tagi pharma,2016,NA,20888
metformin hcl,metformin hcl,zydus pharmaceu,2016,4755252,4848342
metformin hcl er,metformin hcl,zydus pharmaceu,2013,118,NA
metformin hcl er,metformin hcl,zydus pharmaceu,2014,209,NA
metformin hcl er,metformin hcl,zydus pharmaceu,2015,165,NA
metformin hcl er,metformin hcl,zydus pharmaceu,2016,91,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2013,70,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2014,12,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2015,123,NA
ur n-c,meth/meblue/sod phos/psal/hyos,mayne pharma in,2016,122,NA
methadone hcl,methadone hcl,ahp,2014,244,NA
methadone hcl,methadone hcl,ahp,2015,461,NA
methadone hcl,methadone hcl,ahp,2016,75,NA
methadone hcl,methadone hcl,aurobindo pharm,2016,NA,50460
methadose,methadone hcl,mallinckrodt ph,2013,1307,1260
methadose,methadone hcl,mallinckrodt ph,2014,839,803
methadose,methadone hcl,mallinckrodt ph,2015,898,824
methadose,methadone hcl,mallinckrodt ph,2016,916,859
methadone hcl,methadone hcl,mckesson packag,2016,NA,175
methadone hcl,methadone hcl,vistapharm,2013,1691,1617
methadone hcl,methadone hcl,vistapharm,2014,1243,1164
methadone hcl,methadone hcl,vistapharm,2015,2013,1922
methadone hcl,methadone hcl,vistapharm,2016,2115,2033
methamphetamine hcl,methamphetamine hcl,mylan,2013,2691,NA
methamphetamine hcl,methamphetamine hcl,mylan,2014,2756,NA
methamphetamine hcl,methamphetamine hcl,mylan,2015,2000,NA
methamphetamine hcl,methamphetamine hcl,mylan,2016,187,NA
methazolamide,methazolamide,perrigo co.,2013,17981,NA
methazolamide,methazolamide,perrigo co.,2014,31981,1357
methazolamide,methazolamide,perrigo co.,2015,26566,19957
methazolamide,methazolamide,perrigo co.,2016,20031,19009
methenamine hippurate,methenamine hippurate,aurobindo pharm,2016,NA,4781
methenamine hippurate,methenamine hippurate,leading pharma,2016,NA,6988
hiprex,methenamine hippurate,sanofi/validus,2013,630,NA
hiprex,methenamine hippurate,sanofi/validus,2014,665,NA
hiprex,methenamine hippurate,sanofi/validus,2015,415,NA
hiprex,methenamine hippurate,sanofi/validus,2016,281,NA
hiprex,methenamine hippurate,validus pharmac,2016,NA,78
methimazole,methimazole,boca pharmacal/,2013,49563,NA
methimazole,methimazole,boca pharmacal/,2014,77033,NA
methimazole,methimazole,boca pharmacal/,2015,102171,NA
methimazole,methimazole,boca pharmacal/,2016,9141,NA
methocarbamol,methocarbamol,virtus pharmace,2015,41936,41962
methocarbamol,methocarbamol,virtus pharmace,2016,7133,19654
methotrexate,methotrexate sodium,barr,2013,360768,NA
methotrexate,methotrexate sodium,barr,2014,364521,NA
methotrexate,methotrexate sodium,barr,2015,406326,NA
methotrexate,methotrexate sodium,barr,2016,392142,NA
trexall,methotrexate sodium,duramed/barr,2013,2069,NA
trexall,methotrexate sodium,duramed/barr,2014,2657,NA
trexall,methotrexate sodium,duramed/barr,2015,3046,NA
trexall,methotrexate sodium,duramed/barr,2016,3443,NA
methotrexate,methotrexate sodium,hospira,2013,66584,NA
methotrexate,methotrexate sodium,hospira,2014,90142,NA
methotrexate,methotrexate sodium,hospira,2015,102390,NA
methotrexate,methotrexate sodium,hospira,2016,120472,NA
methotrexate,methotrexate sodium,hospira/pfizer,2013,NA,66584
methotrexate,methotrexate sodium,hospira/pfizer,2014,NA,90142
methotrexate,methotrexate sodium,hospira/pfizer,2015,NA,102390
methotrexate,methotrexate sodium,hospira/pfizer,2016,NA,120472
rheumatrex,methotrexate sodium,qualitest/par p,2013,354,NA
rheumatrex,methotrexate sodium,qualitest/par p,2014,331,NA
rheumatrex,methotrexate sodium,qualitest/par p,2015,350,NA
rheumatrex,methotrexate sodium,qualitest/par p,2016,356,NA
methotrexate,methotrexate sodium,teva usa,2013,NA,360768
methotrexate,methotrexate sodium,teva usa,2014,NA,364521
methotrexate,methotrexate sodium,teva usa,2015,NA,406326
methotrexate,methotrexate sodium,teva usa,2016,NA,392142
trexall,methotrexate sodium,teva women's he,2013,NA,2069
trexall,methotrexate sodium,teva women's he,2014,NA,2657
trexall,methotrexate sodium,teva women's he,2015,NA,3046
trexall,methotrexate sodium,teva women's he,2016,NA,3443
methotrexate sodium,methotrexate sodium/pf,mylan instituti,2014,2050,1973
methotrexate sodium,methotrexate sodium/pf,mylan instituti,2015,2485,2124
methotrexate sodium,methotrexate sodium/pf,mylan instituti,2016,947,840
methotrexate sodium,methotrexate sodium/pf,teva parenteral,2013,14053,13965
methotrexate sodium,methotrexate sodium/pf,teva parenteral,2014,24980,24857
methotrexate sodium,methotrexate sodium/pf,teva parenteral,2015,35158,35039
methotrexate sodium,methotrexate sodium/pf,teva parenteral,2016,40256,40132
rasuvo,methotrexate/pf,"medac pharma, i",2015,1412,1501
rasuvo,methotrexate/pf,"medac pharma, i",2016,6517,6860
methylergonovine maleate,methylergonovine maleate,gavis/lupin,2013,1293,1271
methylergonovine maleate,methylergonovine maleate,gavis/lupin,2014,1496,1051
methylergonovine maleate,methylergonovine maleate,gavis/lupin,2015,1297,934
methylergonovine maleate,methylergonovine maleate,gavis/lupin,2016,889,670
methergine,methylergonovine maleate,lupin pharma,2016,NA,159
relistor,methylnaltrexone bromide,salix pharmaceu,2016,19608,20339
methylphenidate la,methylphenidate hcl,actavis/mayne p,2016,NA,9515
methylphenidate hcl,methylphenidate hcl,camber pharmace,2016,NA,2074
methylphenidate er,methylphenidate hcl,county line pha,2016,NA,2999
methylphenidate hcl,methylphenidate hcl,gavis/lupin,2015,57,86
methylphenidate hcl,methylphenidate hcl,gavis/lupin,2016,179,6253
methylphenidate er,methylphenidate hcl,"kvk-tech, inc.",2015,4971,4979
methylphenidate er,methylphenidate hcl,"kvk-tech, inc.",2016,21332,21560
methylphenidate er,methylphenidate hcl,sandoz,2015,NA,26
methylphenidate er,methylphenidate hcl,sandoz,2016,NA,6664
methylphenidate sr,methylphenidate hcl,sandoz,2013,18310,NA
methylphenidate sr,methylphenidate hcl,sandoz,2014,16946,NA
methylphenidate sr,methylphenidate hcl,sandoz,2015,1979,NA
methylphenidate sr,methylphenidate hcl,sandoz,2016,211,NA
metadate er,methylphenidate hcl,ucb pharma,2013,2197,NA
metadate er,methylphenidate hcl,ucb pharma,2014,671,NA
metadate er,methylphenidate hcl,ucb pharma,2015,839,NA
metadate er,methylphenidate hcl,ucb pharma,2016,61,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2013,22335,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2014,13717,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2015,3416,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2016,514,NA
methylprednisolone,methylprednisolone,actavis pharma/,2016,NA,38795
methylprednisolone acetate,methylprednisolone acetate,sandoz,2013,1507,1006
methylprednisolone acetate,methylprednisolone acetate,sandoz,2014,1600,925
methylprednisolone acetate,methylprednisolone acetate,sandoz,2015,1325,939
methylprednisolone acetate,methylprednisolone acetate,sandoz,2016,546,463
methylprednisolone acetate,methylprednisolone acetate,teva parenteral,2013,7192,6810
methylprednisolone acetate,methylprednisolone acetate,teva parenteral,2014,11712,11210
methylprednisolone acetate,methylprednisolone acetate,teva parenteral,2015,10144,9793
methylprednisolone acetate,methylprednisolone acetate,teva parenteral,2016,3867,3725
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2013,8181,NA
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2014,6529,NA
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2015,8385,NA
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2016,10146,NA
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2013,NA,8181
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2014,NA,6529
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2015,NA,8385
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2016,NA,10146
methyltestosterone,methyltestosterone,global pharm,2015,NA,19
methyltestosterone,methyltestosterone,global pharm,2016,NA,163
testred,methyltestosterone,valeant,2013,474,NA
testred,methyltestosterone,valeant,2014,430,NA
testred,methyltestosterone,valeant,2015,185,NA
testred,methyltestosterone,valeant,2016,61,NA
metoclopramide hcl,metoclopramide hcl,ahp,2016,259,542
metoclopramide hcl,metoclopramide hcl,avkare,2015,NA,13
metoclopramide hcl,metoclopramide hcl,avkare,2016,NA,165
metoclopramide hcl odt,metoclopramide hcl,gavis/lupin,2015,102,NA
metoclopramide hcl odt,metoclopramide hcl,gavis/lupin,2016,216,NA
metoclopramide hcl,metoclopramide hcl,impax generics,2016,NA,5568
metoclopramide hcl,metoclopramide hcl,mckesson packag,2015,2508,2525
metoclopramide hcl,metoclopramide hcl,mckesson packag,2016,675,1404
metoclopramide hcl,metoclopramide hcl,morton grove ph,2013,25903,NA
metoclopramide hcl,metoclopramide hcl,morton grove ph,2014,5569,NA
metoclopramide hcl,metoclopramide hcl,morton grove ph,2015,1324,NA
metoclopramide hcl,metoclopramide hcl,morton grove ph,2016,268,NA
metoclopramide hcl,metoclopramide hcl,mylan instituti,2014,263,265
metoclopramide hcl,metoclopramide hcl,mylan instituti,2015,1635,1675
metoclopramide hcl,metoclopramide hcl,mylan instituti,2016,2345,2410
metoclopramide hcl,metoclopramide hcl,northstar rx ll,2013,342814,18
metoclopramide hcl,metoclopramide hcl,northstar rx ll,2014,310583,100571
metoclopramide hcl,metoclopramide hcl,northstar rx ll,2015,141051,77198
metoclopramide hcl,metoclopramide hcl,northstar rx ll,2016,10537,7636
metozolv odt,metoclopramide hcl,salix pharmaceu,2013,510,NA
metozolv odt,metoclopramide hcl,salix pharmaceu,2014,375,NA
metozolv odt,metoclopramide hcl,salix pharmaceu,2015,233,NA
metozolv odt,metoclopramide hcl,salix pharmaceu,2016,51,NA
metoclopramide hcl,metoclopramide hcl,teva parenteral,2015,697,701
metoclopramide hcl,metoclopramide hcl,teva parenteral,2016,873,973
dutoprol,metoprolol su/hydrochlorothiaz,concordia pharm,2016,NA,299
dutoprol,metoprolol su/hydrochlorothiaz,covis/concordia,2014,970,NA
dutoprol,metoprolol su/hydrochlorothiaz,covis/concordia,2015,1885,NA
dutoprol,metoprolol su/hydrochlorothiaz,covis/concordia,2016,969,NA
toprol xl,metoprolol succinate,astrazeneca,2016,779430,780173
metoprolol succinate,metoprolol succinate,"gsms, inc.",2013,629,172
metoprolol succinate,metoprolol succinate,"gsms, inc.",2014,1377,484
metoprolol succinate,metoprolol succinate,"gsms, inc.",2015,1575,556
metoprolol succinate,metoprolol succinate,"gsms, inc.",2016,747,225
metoprolol succinate,metoprolol succinate,mylan instituti,2013,1418,1373
metoprolol succinate,metoprolol succinate,mylan instituti,2014,1736,1684
metoprolol succinate,metoprolol succinate,mylan instituti,2015,5120,4925
metoprolol succinate,metoprolol succinate,mylan instituti,2016,4048,3891
metoprolol succinate,metoprolol succinate,par pharm.,2013,3640383,3487525
metoprolol succinate,metoprolol succinate,par pharm.,2014,3623413,3473639
metoprolol succinate,metoprolol succinate,par pharm.,2015,4071425,3965782
metoprolol succinate,metoprolol succinate,par pharm.,2016,5081457,5069734
metoprolol succinate,metoprolol succinate,wockhardt usa l,2013,4244067,3733205
metoprolol succinate,metoprolol succinate,wockhardt usa l,2014,1022512,832364
metoprolol succinate,metoprolol succinate,wockhardt usa l,2015,137284,93189
metoprolol succinate,metoprolol succinate,wockhardt usa l,2016,16081,13541
metoprolol tartrate,metoprolol tartrate,acetris health,2014,12416,12425
metoprolol tartrate,metoprolol tartrate,acetris health,2015,25681,25717
metoprolol tartrate,metoprolol tartrate,acetris health,2016,27735,27812
metoprolol tartrate,metoprolol tartrate,ahp,2013,33818,33784
metoprolol tartrate,metoprolol tartrate,ahp,2014,33569,33543
metoprolol tartrate,metoprolol tartrate,ahp,2015,22580,22528
metoprolol tartrate,metoprolol tartrate,ahp,2016,15939,15880
metoprolol tartrate,metoprolol tartrate,alembic pharmac,2016,NA,66401
metoprolol tartrate,metoprolol tartrate,caraco pharm,2015,626,680
metoprolol tartrate,metoprolol tartrate,caraco pharm,2016,4918,5379
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2013,52644,NA
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2014,51211,NA
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2015,7868,NA
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2016,172,NA
metoprolol tartrate,metoprolol tartrate,major pharmaceu,2013,3211,NA
metoprolol tartrate,metoprolol tartrate,major pharmaceu,2014,110586,106636
metoprolol tartrate,metoprolol tartrate,major pharmaceu,2015,776749,775893
metoprolol tartrate,metoprolol tartrate,major pharmaceu,2016,748119,748023
metoprolol tartrate,metoprolol tartrate,mylan,2013,7845478,6983843
metoprolol tartrate,metoprolol tartrate,mylan,2014,8054783,7481362
metoprolol tartrate,metoprolol tartrate,mylan,2015,10811242,10793790
metoprolol tartrate,metoprolol tartrate,mylan,2016,11358654,11363530
metoprolol tartrate,metoprolol tartrate,mylan instituti,2013,32170,32108
metoprolol tartrate,metoprolol tartrate,mylan instituti,2014,29383,29248
metoprolol tartrate,metoprolol tartrate,mylan instituti,2015,19857,19737
metoprolol tartrate,metoprolol tartrate,mylan instituti,2016,17180,17079
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2013,NA,12
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2014,NA,25
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2015,NA,50
metoprolol tartrate,metoprolol tartrate,pd-rx pharm,2016,NA,57
lopressor,metoprolol tartrate,validus pharmac,2015,826,860
lopressor,metoprolol tartrate,validus pharmac,2016,1084,1192
metoprolol tartrate,metoprolol tartrate,vensun pharmace,2015,7867,7929
metoprolol tartrate,metoprolol tartrate,vensun pharmace,2016,296131,347066
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,alembic pharmac,2016,NA,1372
