brand_name,generic_name,manufacturer,year,total_claims_16,total_claims_17
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide,qualitest,2016,126564,NA
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide,qualitest/par p,2013,NA,91679
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide,qualitest/par p,2014,NA,130687
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide,qualitest/par p,2015,NA,214288
losartan-hydrochlorothiazide,losartan/hydrochlorothiazide,qualitest/par p,2016,NA,126564
losartan potassium,losartan potassium,actavis pharma,2013,2369,NA
losartan potassium,losartan potassium,actavis pharma,2014,2520,NA
losartan potassium,losartan potassium,actavis pharma,2015,1408,NA
losartan potassium,losartan potassium,actavis pharma,2016,1294,NA
losartan potassium,losartan potassium,actavis pharma/,2013,NA,2369
losartan potassium,losartan potassium,actavis pharma/,2014,NA,2520
losartan potassium,losartan potassium,actavis pharma/,2015,NA,1408
losartan potassium,losartan potassium,actavis pharma/,2016,NA,1294
losartan potassium,losartan potassium,alembic pharmac,2016,NA,355
losartan potassium,losartan potassium,mckesson packag,2016,NA,176
losartan potassium,losartan potassium,qualitest,2013,428748,NA
losartan potassium,losartan potassium,qualitest,2014,585307,NA
losartan potassium,losartan potassium,qualitest,2015,114266,NA
losartan potassium,losartan potassium,qualitest,2016,36538,NA
lotensin,benazepril hcl,validus pharmac,2013,1590,NA
lotensin,benazepril hcl,validus pharmac,2014,1802,NA
lotensin,benazepril hcl,validus pharmac,2015,1892,NA
lotensin,benazepril hcl,validus pharmac,2016,113,NA
lotronex,alosetron hcl,prometheus labs,2013,9569,NA
lotronex,alosetron hcl,prometheus labs,2014,10273,NA
lotronex,alosetron hcl,prometheus labs,2015,6739,NA
lotronex,alosetron hcl,prometheus labs,2016,1449,NA
lotronex,alosetron hcl,sebela pharmace,2016,NA,331
lovastatin,lovastatin,actavis pharma,2013,580397,NA
lovastatin,lovastatin,actavis pharma,2014,412321,NA
lovastatin,lovastatin,actavis pharma,2015,296984,NA
lovastatin,lovastatin,actavis pharma,2016,223788,NA
lovastatin,lovastatin,actavis pharma/,2013,NA,580397
lovastatin,lovastatin,actavis pharma/,2014,NA,412321
lovastatin,lovastatin,actavis pharma/,2015,NA,296984
lovastatin,lovastatin,actavis pharma/,2016,NA,223788
lovastatin,lovastatin,"gsms, inc.",2015,150,NA
lovastatin,lovastatin,"gsms, inc.",2016,115,NA
low-ogestrel,norgestrel-ethinyl estradiol,actavis pharma,2013,14528,NA
low-ogestrel,norgestrel-ethinyl estradiol,actavis pharma,2014,13187,NA
low-ogestrel,norgestrel-ethinyl estradiol,actavis pharma,2015,11414,NA
low-ogestrel,norgestrel-ethinyl estradiol,actavis pharma,2016,9117,NA
low-ogestrel,norgestrel-ethinyl estradiol,actavis/mayne p,2013,NA,14528
low-ogestrel,norgestrel-ethinyl estradiol,actavis/mayne p,2014,NA,13187
low-ogestrel,norgestrel-ethinyl estradiol,actavis/mayne p,2015,NA,11414
low-ogestrel,norgestrel-ethinyl estradiol,actavis/mayne p,2016,NA,9117
low-ogestrel,norgestrel-ethinyl estradiol,mayne pharma in,2016,NA,1581
loxapine,loxapine succinate,actavis pharma,2013,46906,NA
loxapine,loxapine succinate,actavis pharma,2014,31883,NA
loxapine,loxapine succinate,actavis pharma,2015,30103,NA
loxapine,loxapine succinate,actavis pharma,2016,34747,NA
loxapine,loxapine succinate,actavis pharma/,2013,NA,46906
loxapine,loxapine succinate,actavis pharma/,2014,NA,31883
loxapine,loxapine succinate,actavis pharma/,2015,NA,30103
loxapine,loxapine succinate,actavis pharma/,2016,NA,34747
ludent fluoride,fluoride (sodium),sancilio & comp,2013,NA,432
ludent fluoride,fluoride (sodium),sancilio & comp,2014,NA,530
ludent fluoride,fluoride (sodium),sancilio & comp,2015,NA,773
ludent fluoride,fluoride (sodium),sancilio & comp,2016,NA,1176
ludent fluoride,sodium fluoride,sancilio & comp,2013,416,NA
ludent fluoride,sodium fluoride,sancilio & comp,2014,514,NA
ludent fluoride,sodium fluoride,sancilio & comp,2015,733,NA
ludent fluoride,sodium fluoride,sancilio & comp,2016,1089,NA
lutera,levonorgestrel-ethin estradiol,mayne pharma in,2016,NA,504
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2013,161,NA
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2014,213,NA
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2015,170,NA
magellan insulin safety syrng,"syringe,needle,insuln,sf 0.5ml",covidien/kendal,2016,131,NA
magnesium sulfate,magnesium sulfate,hospira,2013,70,NA
magnesium sulfate,magnesium sulfate,hospira,2014,187,NA
magnesium sulfate,magnesium sulfate,hospira,2015,867,NA
magnesium sulfate,magnesium sulfate,hospira,2016,524,NA
magnesium sulfate,magnesium sulfate,hospira/pfizer,2013,NA,18
magnesium sulfate,magnesium sulfate,hospira/pfizer,2014,NA,34
magnesium sulfate,magnesium sulfate,hospira/pfizer,2015,NA,68
magnesium sulfate,magnesium sulfate,hospira/pfizer,2016,NA,76
magnesium sulfate,magnesium sulfate in water,hospira,2013,211,NA
magnesium sulfate,magnesium sulfate in water,hospira,2014,169,NA
magnesium sulfate,magnesium sulfate in water,hospira,2015,525,NA
magnesium sulfate,magnesium sulfate in water,hospira,2016,319,NA
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2013,NA,67
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2014,NA,139
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2015,NA,164
magnesium sulfate,magnesium sulfate in water,hospira/pfizer,2016,NA,95
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira,2013,41,NA
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira,2014,52,NA
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira,2015,193,NA
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira,2016,91,NA
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira/pfizer,2013,NA,41
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira/pfizer,2014,NA,52
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira/pfizer,2015,NA,193
magnesium sulfate-d5w,magnesium sulfate/d5w,hospira/pfizer,2016,NA,91
makena,hydroxyprogesterone caproat/pf,amag pharmaceut,2016,NA,489
malarone,atovaquone/proguanil hcl,glaxosmithkline,2013,1099,NA
malarone,atovaquone/proguanil hcl,glaxosmithkline,2014,448,NA
malarone,atovaquone/proguanil hcl,glaxosmithkline,2015,245,NA
malarone,atovaquone/proguanil hcl,glaxosmithkline,2016,136,NA
mannitol,mannitol,app/fresenius k,2013,12,NA
mannitol,mannitol,app/fresenius k,2015,84,NA
mannitol,mannitol,app/fresenius k,2016,108,NA
mannitol,mannitol,hospira,2013,24,NA
mannitol,mannitol,hospira,2014,129,NA
mannitol,mannitol,hospira,2015,105,NA
mannitol,mannitol,hospira,2016,169,NA
mannitol,mannitol,hospira/pfizer,2013,NA,24
mannitol,mannitol,hospira/pfizer,2014,NA,129
mannitol,mannitol,hospira/pfizer,2015,NA,105
mannitol,mannitol,hospira/pfizer,2016,NA,169
marcaine,bupivacaine hcl,hospira,2013,120,NA
marcaine,bupivacaine hcl,hospira,2014,138,NA
marcaine,bupivacaine hcl,hospira,2015,79,NA
marcaine,bupivacaine hcl,hospira,2016,94,NA
marcaine,bupivacaine hcl,hospira/pfizer,2013,NA,120
marcaine,bupivacaine hcl,hospira/pfizer,2014,NA,138
marcaine,bupivacaine hcl,hospira/pfizer,2015,NA,79
marcaine,bupivacaine hcl,hospira/pfizer,2016,NA,94
marcaine,bupivacaine hcl/pf,hospira,2013,170,NA
marcaine,bupivacaine hcl/pf,hospira,2014,109,NA
marcaine,bupivacaine hcl/pf,hospira,2015,62,NA
marcaine,bupivacaine hcl/pf,hospira,2016,81,NA
marcaine,bupivacaine hcl/pf,hospira/pfizer,2013,NA,170
marcaine,bupivacaine hcl/pf,hospira/pfizer,2014,NA,109
marcaine,bupivacaine hcl/pf,hospira/pfizer,2015,NA,62
marcaine,bupivacaine hcl/pf,hospira/pfizer,2016,NA,81
margesic,butalb/acetaminophen/caffeine,marnel pharm.,2014,160,NA
margesic,butalb/acetaminophen/caffeine,marnel pharm.,2015,201,NA
margesic,butalb/acetaminophen/caffeine,marnel pharm.,2016,158,NA
matulane,procarbazine hcl,sigma-tau,2013,890,NA
matulane,procarbazine hcl,sigma-tau,2014,1014,NA
matulane,procarbazine hcl,sigma-tau,2015,1058,NA
matulane,procarbazine hcl,sigma-tau,2016,851,NA
matulane,procarbazine hcl,sigma-tau/leadi,2013,NA,890
matulane,procarbazine hcl,sigma-tau/leadi,2014,NA,1014
matulane,procarbazine hcl,sigma-tau/leadi,2015,NA,1058
matulane,procarbazine hcl,sigma-tau/leadi,2016,NA,851
matzim la,diltiazem hcl,actavis pharma,2013,80321,NA
matzim la,diltiazem hcl,actavis pharma,2014,76315,NA
matzim la,diltiazem hcl,actavis pharma,2015,60316,NA
matzim la,diltiazem hcl,actavis pharma,2016,55958,NA
matzim la,diltiazem hcl,actavis pharma/,2013,NA,80321
matzim la,diltiazem hcl,actavis pharma/,2014,NA,76315
matzim la,diltiazem hcl,actavis pharma/,2015,NA,60316
matzim la,diltiazem hcl,actavis pharma/,2016,NA,55958
maxipime,cefepime hcl,hospira,2013,602,NA
maxipime,cefepime hcl,hospira,2014,658,NA
maxipime,cefepime hcl,hospira,2015,650,NA
maxipime,cefepime hcl,hospira,2016,947,NA
maxipime,cefepime hcl,hospira/pfizer,2013,NA,556
maxipime,cefepime hcl,hospira/pfizer,2014,NA,566
maxipime,cefepime hcl,hospira/pfizer,2015,NA,541
maxipime,cefepime hcl,hospira/pfizer,2016,NA,863
meclizine hcl,meclizine hcl,major pharmaceu,2016,NA,296
meclizine hcl,meclizine hcl,mylan instituti,2013,3255,NA
meclizine hcl,meclizine hcl,mylan instituti,2014,3131,NA
medrol,methylprednisolone,pharmaci/pfizer,2013,NA,1799
medrol,methylprednisolone,pharmaci/pfizer,2014,NA,4262
medrol,methylprednisolone,pharmaci/pfizer,2015,NA,4216
medrol,methylprednisolone,pharmaci/pfizer,2016,NA,4005
medrol,methylprednisolone,pharmacia/upjhn,2013,1799,NA
medrol,methylprednisolone,pharmacia/upjhn,2014,4262,NA
medrol,methylprednisolone,pharmacia/upjhn,2015,4216,NA
medrol,methylprednisolone,pharmacia/upjhn,2016,4005,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2013,204959,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2014,233330,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2015,198827,NA
medroxyprogesterone acetate,medroxyprogesterone acetate,barr,2016,174015,NA
mefenamic acid,mefenamic acid,qualitest,2015,90,NA
mefenamic acid,mefenamic acid,qualitest,2016,98,NA
mefloquine hcl,mefloquine hcl,barr,2013,708,NA
mefloquine hcl,mefloquine hcl,barr,2014,2154,NA
mefloquine hcl,mefloquine hcl,barr,2015,5538,NA
mefloquine hcl,mefloquine hcl,barr,2016,7640,NA
mefloquine hcl,mefloquine hcl,sandoz,2013,4675,NA
mefloquine hcl,mefloquine hcl,sandoz,2014,1832,NA
mefloquine hcl,mefloquine hcl,sandoz,2015,710,NA
mefloquine hcl,mefloquine hcl,sandoz,2016,68,NA
mefloquine hcl,mefloquine hcl,teva usa,2013,NA,708
mefloquine hcl,mefloquine hcl,teva usa,2014,NA,2154
mefloquine hcl,mefloquine hcl,teva usa,2015,NA,5538
mefloquine hcl,mefloquine hcl,teva usa,2016,NA,7640
megestrol acetate,megestrol acetate,barr,2013,97353,NA
megestrol acetate,megestrol acetate,barr,2014,89428,NA
megestrol acetate,megestrol acetate,barr,2015,74265,NA
megestrol acetate,megestrol acetate,barr,2016,68958,NA
megestrol acetate,megestrol acetate,teva usa,2013,NA,97353
megestrol acetate,megestrol acetate,teva usa,2014,NA,89428
megestrol acetate,megestrol acetate,teva usa,2015,NA,74265
megestrol acetate,megestrol acetate,teva usa,2016,NA,68958
mekinist,trametinib dimethyl sulfoxide,glaxosmithkline,2013,358,NA
mekinist,trametinib dimethyl sulfoxide,glaxosmithkline,2014,3079,NA
mekinist,trametinib dimethyl sulfoxide,glaxosmithkline,2015,4806,NA
mekinist,trametinib dimethyl sulfoxide,glaxosmithkline,2016,1988,NA
mekinist,trametinib dimethyl sulfoxide,novartis,2016,NA,3604
meloxicam,meloxicam,avpak,2013,NA,11
meloxicam,meloxicam,mckesson packag,2015,NA,19
meloxicam,meloxicam,mckesson packag,2016,NA,477
meloxicam,meloxicam,new horizon rx,2014,118,NA
meloxicam,meloxicam,new horizon rx,2015,280,NA
meloxicam,meloxicam,new horizon rx,2016,85,NA
meloxicam,meloxicam,teva usa,2013,242467,NA
meloxicam,meloxicam,teva usa,2014,244412,NA
meloxicam,meloxicam,teva usa,2015,139181,NA
meloxicam,meloxicam,teva usa,2016,9083,NA
memantine hcl,memantine hcl,actavis pharma,2015,344779,NA
memantine hcl,memantine hcl,actavis pharma,2016,591809,NA
memantine hcl,memantine hcl,actavis pharma/,2015,NA,344806
memantine hcl,memantine hcl,actavis pharma/,2016,NA,591911
memantine hcl,memantine hcl,ajanta pharma l,2016,NA,9701
memantine hcl,memantine hcl,avkare,2016,NA,145
memantine hcl,memantine hcl,patrin pharma,2016,NA,387
memantine hcl,memantine hcl,torrent pharmac,2016,NA,35613
memantine hcl,memantine hcl,upsher smith,2015,4667,NA
memantine hcl,memantine hcl,upsher smith,2016,21430,NA
memantine hcl,memantine hcl,upsher smith la,2015,NA,4667
memantine hcl,memantine hcl,upsher smith la,2016,NA,21430
meperidine hcl,meperidine hcl,barr,2013,18824,NA
meperidine hcl,meperidine hcl,barr,2014,15309,NA
meperidine hcl,meperidine hcl,barr,2015,11302,NA
meperidine hcl,meperidine hcl,barr,2016,9173,NA
meperidine hcl,meperidine hcl,qualitest,2013,11048,NA
meperidine hcl,meperidine hcl,qualitest,2014,10995,NA
meperidine hcl,meperidine hcl,qualitest,2015,4680,NA
meperidine hcl,meperidine hcl,qualitest,2016,3100,NA
meperidine hcl,meperidine hcl,qualitest/par p,2013,NA,11048
meperidine hcl,meperidine hcl,qualitest/par p,2014,NA,10995
meperidine hcl,meperidine hcl,qualitest/par p,2015,NA,4680
meperidine hcl,meperidine hcl,qualitest/par p,2016,NA,3100
meperidine hcl,meperidine hcl,teva usa,2013,NA,15771
meperidine hcl,meperidine hcl,teva usa,2014,NA,12485
meprobamate,meprobamate,alembic pharmac,2016,NA,556
meropenem,meropenem,amneal bioscien,2016,NA,212
meropenem,meropenem,hospira,2013,21544,NA
meropenem,meropenem,hospira,2014,30281,NA
meropenem,meropenem,hospira,2015,32513,NA
meropenem,meropenem,hospira,2016,35523,NA
meropenem,meropenem,hospira/pfizer,2013,NA,21544
meropenem,meropenem,hospira/pfizer,2014,NA,30281
meropenem,meropenem,hospira/pfizer,2015,NA,32513
meropenem,meropenem,hospira/pfizer,2016,NA,35649
merrem,meropenem,astrazeneca,2013,1099,NA
merrem,meropenem,astrazeneca,2014,704,NA
merrem,meropenem,astrazeneca,2015,492,NA
merrem,meropenem,astrazeneca,2016,210,NA
merrem,meropenem,astrazeneca lp/,2013,NA,722
merrem,meropenem,astrazeneca lp/,2014,NA,473
merrem,meropenem,astrazeneca lp/,2015,NA,383
merrem,meropenem,astrazeneca lp/,2016,NA,157
mesalamine,mesalamine,ani pharmaceuti,2016,NA,1613
mesalamine,mesalamine,zydus pharmaceu,2016,NA,14900
metadate er,methylphenidate hcl,ucb pharma,2013,2197,NA
metadate er,methylphenidate hcl,ucb pharma,2014,671,NA
metadate er,methylphenidate hcl,ucb pharma,2015,839,NA
metadate er,methylphenidate hcl,ucb pharma,2016,61,NA
metaproterenol sulfate,metaproterenol sulfate,silarx pharm,2013,255,NA
metaproterenol sulfate,metaproterenol sulfate,silarx pharm,2014,174,NA
metaproterenol sulfate,metaproterenol sulfate,silarx pharm,2015,166,NA
metaproterenol sulfate,metaproterenol sulfate,silarx pharm,2016,133,NA
metaproterenol sulfate,metaproterenol sulfate,silarx/lannett,2013,NA,255
metaproterenol sulfate,metaproterenol sulfate,silarx/lannett,2014,NA,174
metaproterenol sulfate,metaproterenol sulfate,silarx/lannett,2015,NA,166
metaproterenol sulfate,metaproterenol sulfate,silarx/lannett,2016,NA,133
metaxalone,metaxalone,ahp,2014,50,NA
metaxalone,metaxalone,ahp,2015,82,NA
metaxalone,metaxalone,ahp,2016,54,NA
metformin hcl,metformin hcl,ahp,2013,24505,NA
metformin hcl,metformin hcl,ahp,2014,25120,NA
metformin hcl,metformin hcl,aphena pharma s,2016,NA,66
metformin hcl,metformin hcl,blu pharmaceuti,2014,91,NA
metformin hcl,metformin hcl,blu pharmaceuti,2015,736,NA
metformin hcl,metformin hcl,blu pharmaceuti,2016,104,NA
metformin hcl,metformin hcl,epic pharma llc,2016,NA,301494
metformin hcl er,metformin hcl,actavis pharma,2013,126630,NA
metformin hcl er,metformin hcl,actavis pharma,2014,105018,NA
metformin hcl er,metformin hcl,actavis pharma,2015,129273,NA
metformin hcl er,metformin hcl,actavis pharma,2016,137657,NA
metformin hcl er,metformin hcl,actavis pharma/,2013,NA,126630
metformin hcl er,metformin hcl,actavis pharma/,2014,NA,105018
metformin hcl er,metformin hcl,actavis pharma/,2015,NA,129273
metformin hcl er,metformin hcl,actavis pharma/,2016,NA,137657
metformin hcl er,metformin hcl,avpak,2013,174,NA
metformin hcl er,metformin hcl,avpak,2014,212,NA
metformin hcl er,metformin hcl,avpak,2015,183,NA
metformin hcl er,metformin hcl,avpak,2016,65,NA
metformin hcl er,metformin hcl,mylan,2016,NA,3039
metformin hcl er,metformin hcl,tagi pharma,2016,NA,20888
metformin hcl er,metformin hcl,zydus pharmaceu,2013,118,NA
metformin hcl er,metformin hcl,zydus pharmaceu,2014,209,NA
metformin hcl er,metformin hcl,zydus pharmaceu,2015,165,NA
metformin hcl er,metformin hcl,zydus pharmaceu,2016,91,NA
methadone hcl,methadone hcl,ahp,2014,244,NA
methadone hcl,methadone hcl,ahp,2015,461,NA
methadone hcl,methadone hcl,ahp,2016,75,NA
methadone hcl,methadone hcl,aurobindo pharm,2016,NA,50460
methadone hcl,methadone hcl,mckesson packag,2016,NA,175
methamphetamine hcl,methamphetamine hcl,mylan,2013,2691,NA
methamphetamine hcl,methamphetamine hcl,mylan,2014,2756,NA
methamphetamine hcl,methamphetamine hcl,mylan,2015,2000,NA
methamphetamine hcl,methamphetamine hcl,mylan,2016,187,NA
methazolamide,methazolamide,perrigo co.,2013,17981,NA
methenamine hippurate,methenamine hippurate,aurobindo pharm,2016,NA,4781
methenamine hippurate,methenamine hippurate,leading pharma,2016,NA,6988
methergine,methylergonovine maleate,lupin pharma,2016,NA,159
methimazole,methimazole,boca pharmacal/,2013,49563,NA
methimazole,methimazole,boca pharmacal/,2014,77033,NA
methimazole,methimazole,boca pharmacal/,2015,102171,NA
methimazole,methimazole,boca pharmacal/,2016,9141,NA
methocarbamol,methocarbamol,qualitest,2013,464616,NA
methocarbamol,methocarbamol,qualitest,2014,404034,NA
methocarbamol,methocarbamol,qualitest,2015,341008,NA
methocarbamol,methocarbamol,qualitest,2016,241052,NA
methocarbamol,methocarbamol,qualitest/par p,2013,NA,464616
methocarbamol,methocarbamol,qualitest/par p,2014,NA,404034
methocarbamol,methocarbamol,qualitest/par p,2015,NA,341008
methocarbamol,methocarbamol,qualitest/par p,2016,NA,241052
methotrexate,methotrexate sodium,barr,2013,360768,NA
methotrexate,methotrexate sodium,barr,2014,364521,NA
methotrexate,methotrexate sodium,barr,2015,406326,NA
methotrexate,methotrexate sodium,barr,2016,392142,NA
methotrexate,methotrexate sodium,hospira,2013,66584,NA
methotrexate,methotrexate sodium,hospira,2014,90142,NA
methotrexate,methotrexate sodium,hospira,2015,102390,NA
methotrexate,methotrexate sodium,hospira,2016,120472,NA
methotrexate,methotrexate sodium,hospira-novaplu,2015,NA,311
methotrexate,methotrexate sodium,hospira-novaplu,2016,NA,1716
methotrexate,methotrexate sodium,hospira/novaplu,2015,311,NA
methotrexate,methotrexate sodium,hospira/novaplu,2016,1716,NA
methotrexate,methotrexate sodium,hospira/pfizer,2013,NA,66584
methotrexate,methotrexate sodium,hospira/pfizer,2014,NA,90142
methotrexate,methotrexate sodium,hospira/pfizer,2015,NA,102390
methotrexate,methotrexate sodium,hospira/pfizer,2016,NA,120472
methotrexate,methotrexate sodium,qualitest,2013,869784,NA
methotrexate,methotrexate sodium,qualitest,2014,587176,NA
methotrexate,methotrexate sodium,qualitest,2015,612162,NA
methotrexate,methotrexate sodium,qualitest,2016,627873,NA
methotrexate,methotrexate sodium,qualitest/par p,2013,NA,869784
methotrexate,methotrexate sodium,qualitest/par p,2014,NA,587176
methotrexate,methotrexate sodium,qualitest/par p,2015,NA,612162
methotrexate,methotrexate sodium,qualitest/par p,2016,NA,627873
methotrexate,methotrexate sodium,teva usa,2013,NA,360768
methotrexate,methotrexate sodium,teva usa,2014,NA,364521
methotrexate,methotrexate sodium,teva usa,2015,NA,406326
methotrexate,methotrexate sodium,teva usa,2016,NA,392142
methylphenidate er,methylphenidate hcl,county line pha,2016,NA,2999
methylphenidate er,methylphenidate hcl,sandoz,2015,NA,26
methylphenidate er,methylphenidate hcl,sandoz,2016,NA,6664
methylphenidate hcl,methylphenidate hcl,actavis pharma,2013,193775,NA
methylphenidate hcl,methylphenidate hcl,actavis pharma,2014,148914,NA
methylphenidate hcl,methylphenidate hcl,actavis pharma,2015,144652,NA
methylphenidate hcl,methylphenidate hcl,actavis pharma,2016,140406,NA
methylphenidate hcl,methylphenidate hcl,actavis pharma/,2013,NA,193775
methylphenidate hcl,methylphenidate hcl,actavis pharma/,2014,NA,148914
methylphenidate hcl,methylphenidate hcl,actavis pharma/,2015,NA,144652
methylphenidate hcl,methylphenidate hcl,actavis pharma/,2016,NA,140406
methylphenidate hcl,methylphenidate hcl,camber pharmace,2016,NA,2074
methylphenidate hcl,methylphenidate hcl,qualitest,2014,253,NA
methylphenidate hcl,methylphenidate hcl,qualitest,2015,5513,NA
methylphenidate hcl,methylphenidate hcl,qualitest,2016,37494,NA
methylphenidate hcl,methylphenidate hcl,qualitest/par p,2014,NA,253
methylphenidate hcl,methylphenidate hcl,qualitest/par p,2015,NA,5513
methylphenidate hcl,methylphenidate hcl,qualitest/par p,2016,NA,37494
methylphenidate hcl,methylphenidate hcl,ucb pharma,2013,22335,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2014,13717,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2015,3416,NA
methylphenidate hcl,methylphenidate hcl,ucb pharma,2016,514,NA
methylphenidate la,methylphenidate hcl,actavis/mayne p,2016,NA,9515
methylphenidate sr,methylphenidate hcl,sandoz,2013,18310,NA
methylphenidate sr,methylphenidate hcl,sandoz,2014,16946,NA
methylphenidate sr,methylphenidate hcl,sandoz,2015,1979,NA
methylphenidate sr,methylphenidate hcl,sandoz,2016,211,NA
methylprednisolone,methylprednisolone,actavis pharma/,2016,NA,38795
methylprednisolone,methylprednisolone,qualitest,2013,823074,NA
methylprednisolone,methylprednisolone,qualitest,2014,956961,NA
methylprednisolone,methylprednisolone,qualitest,2015,1065687,NA
methylprednisolone,methylprednisolone,qualitest,2016,873355,NA
methylprednisolone,methylprednisolone,qualitest/par p,2013,NA,823074
methylprednisolone,methylprednisolone,qualitest/par p,2014,NA,956961
methylprednisolone,methylprednisolone,qualitest/par p,2015,NA,1065687
methylprednisolone,methylprednisolone,qualitest/par p,2016,NA,873355
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2013,8181,NA
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2014,6529,NA
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2015,8385,NA
methylprednisolone sod succ,methylprednisolone sod succ,app/fresenius k,2016,10146,NA
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2013,NA,8181
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2014,NA,6529
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2015,NA,8385
methylprednisolone sodium succ,methylprednisolone sod succ,app/fresenius k,2016,NA,10146
methyltestosterone,methyltestosterone,global pharm,2015,NA,19
methyltestosterone,methyltestosterone,global pharm,2016,NA,163
metoclopramide hcl,metoclopramide hcl,avkare,2015,NA,13
metoclopramide hcl,metoclopramide hcl,avkare,2016,NA,165
metoclopramide hcl,metoclopramide hcl,hospira,2013,1601,NA
metoclopramide hcl,metoclopramide hcl,hospira,2014,1506,NA
metoclopramide hcl,metoclopramide hcl,hospira,2015,1077,NA
metoclopramide hcl,metoclopramide hcl,hospira,2016,794,NA
metoclopramide hcl,metoclopramide hcl,hospira/pfizer,2013,NA,1601
metoclopramide hcl,metoclopramide hcl,hospira/pfizer,2014,NA,1506
metoclopramide hcl,metoclopramide hcl,hospira/pfizer,2015,NA,1077
metoclopramide hcl,metoclopramide hcl,hospira/pfizer,2016,NA,794
metoclopramide hcl,metoclopramide hcl,impax generics,2016,NA,5568
metoclopramide hcl,metoclopramide hcl,morton grove ph,2013,25903,NA
metoclopramide hcl,metoclopramide hcl,morton grove ph,2014,5569,NA
metoclopramide hcl,metoclopramide hcl,morton grove ph,2015,1324,NA
metoclopramide hcl,metoclopramide hcl,morton grove ph,2016,268,NA
metoclopramide hcl odt,metoclopramide hcl,gavis/lupin,2015,102,NA
metoclopramide hcl odt,metoclopramide hcl,gavis/lupin,2016,216,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,alembic pharmac,2016,NA,1372
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2013,19672,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2014,25360,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2015,9368,NA
metoprolol-hydrochlorothiazide,metoprolol/hydrochlorothiazide,sun pharmaceuti,2016,784,NA
metoprolol succinate,metoprolol succinate,actavis pharma,2013,5599658,NA
metoprolol succinate,metoprolol succinate,actavis pharma,2014,6319093,NA
metoprolol succinate,metoprolol succinate,actavis pharma,2015,6547721,NA
metoprolol succinate,metoprolol succinate,actavis pharma,2016,8410387,NA
metoprolol succinate,metoprolol succinate,actavis pharma/,2013,NA,5599658
metoprolol succinate,metoprolol succinate,actavis pharma/,2014,NA,6319093
metoprolol succinate,metoprolol succinate,actavis pharma/,2015,NA,6547721
metoprolol succinate,metoprolol succinate,actavis pharma/,2016,NA,8410387
metoprolol tartrate,metoprolol tartrate,acetris health,2014,NA,12425
metoprolol tartrate,metoprolol tartrate,acetris health,2015,NA,25717
metoprolol tartrate,metoprolol tartrate,acetris health,2016,NA,27812
metoprolol tartrate,metoprolol tartrate,actavis pharma,2013,166087,NA
metoprolol tartrate,metoprolol tartrate,actavis pharma,2014,170533,NA
metoprolol tartrate,metoprolol tartrate,actavis pharma,2015,195713,NA
metoprolol tartrate,metoprolol tartrate,actavis pharma,2016,174925,NA
metoprolol tartrate,metoprolol tartrate,actavis pharma/,2013,NA,166087
metoprolol tartrate,metoprolol tartrate,actavis pharma/,2014,NA,170533
metoprolol tartrate,metoprolol tartrate,actavis pharma/,2015,NA,195713
metoprolol tartrate,metoprolol tartrate,actavis pharma/,2016,NA,174925
metoprolol tartrate,metoprolol tartrate,alembic pharmac,2016,NA,66401
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2013,52644,NA
metoprolol tartrate,metoprolol tartrate,greenstone llc.,2014,51211,NA
